"name","version","url","flag"
"content-api-models-json_2.11","17.1.1","https://repo1.maven.org/maven2/com/gu/content-api-models-json_2.11/17.1.1/content-api-models-json_2.11-17.1.1.jar","-2"
"scalajs-jquery3_sjs1.0.0-M8_2.13","0.9.6","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs1.0.0-M8_2.13/0.9.6/scalajs-jquery3_sjs1.0.0-M8_2.13-0.9.6.jar","1"
"scalajs-test-helper-core_sjs0.6_2.13","0.1.3","https://repo1.maven.org/maven2/net/exoego/scalajs-test-helper-core_sjs0.6_2.13/0.1.3/scalajs-test-helper-core_sjs0.6_2.13-0.1.3.jar","1"
"scalajs-jquery3_sjs0.6_2.13","2.0.0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs0.6_2.13/2.0.0/scalajs-jquery3_sjs0.6_2.13-2.0.0.jar","1"
"scalajs-jquery3_sjs1_2.13","1,0,0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs1_2.13/1,0,0/scalajs-jquery3_sjs1_2.13-1,0,0.jar","1"
"scalajs-jquery3_sjs0.6_2.13","1.0.0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs0.6_2.13/1.0.0/scalajs-jquery3_sjs0.6_2.13-1.0.0.jar","1"
"scalajs-jquery3_sjs1_2.12","2.2.0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs1_2.12/2.2.0/scalajs-jquery3_sjs1_2.12-2.2.0.jar","1"
"scalajs-jquery3_sjs1_2.11","2.2.0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs1_2.11/2.2.0/scalajs-jquery3_sjs1_2.11-2.2.0.jar","1"
"scalajs-jquery3_sjs1_2.13","1.0.0","https://repo1.maven.org/maven2/net/exoego/scalajs-jquery3_sjs1_2.13/1.0.0/scalajs-jquery3_sjs1_2.13-1.0.0.jar","1"
